Object_ID,Target_Class,Speed_mps,Altitude_m,Latitude,Longitude,Heading_deg,Pitch_deg,Roll_deg,Yaw_deg,Climb_Rate_mps,Acceleration_mps2,Turn_Rate_degps,Range_From_Radar_km,Bearing_deg,Radar_Cross_Section_m2,Doppler_Shift_Hz,Signal_to_Noise_Ratio_dB,Radar_Return_Strength,Infrared_Intensity,Engine_Type,Heat_Signature,Length_m,Wingspan_m,Estimated_Mass_kg,Flight_Profile,Maneuverability_Index,Max_G_Load,Weather,Visibility_km,Wind_Speed_mps,Temperature_C,Humidity_pct,Radar_Band,Sensor_Type,Detection_Time_ms,Tracking_Confidence,Track_Age_s,Number_of_Tracks,Electronic_Jamming,Chaff_Flares_Detected,Stealth_Category,Threat_Level,Target_Label
340,Hypersonic Missile,3243.5,34631.9,17.68996,101.30726,343,8.3,36.8,194,28.1,2.89,3.3,122.2,70,34.51,703,12.1,0.989,Low,Scramjet,Very High,39.6,18.6,118841,Glide,8,17,Clear,16.5,9.1,20.4,38,X,Ground Radar,150,0.598,547.1,182,Weak,No,Medium,High,Hypersonic Missile
341,Helicopter,81.5,44941.5,-19.25068,-135.32977,257,17.4,-56.6,4,29.2,19.56,6.35,19,263,10.93,2265,39.6,0.244,Medium,Turboshaft,Medium,8.8,47.8,164716,Hover,4,17,Clear,22.9,2.8,-8.3,99,X,AESA,190,0.982,47.8,91,Strong,Yes,Medium,High,Helicopter
342,Ballistic Missile,3013,2616.4,28.65787,-105.29676,113,5.8,-42.7,323,-10.8,6.78,25.59,319.7,274,25.82,-49270,36.3,0.94,High,Rocket,Very High,2.2,53.9,55993,Ballistic,2,29,Clear,13.8,1.8,-19.5,69,X,AWACS,258,0.659,119.1,23,,No,High,Medium,Ballistic Missile
343,Cruise Missile,278.7,8399.7,-3.40322,-117.08214,16,10.6,-8.3,6,30.5,19.91,11.86,198.4,72,22.45,37567,30.2,0.286,Medium,Turbojet,Medium,3.4,0,132096,Terrain Following,9,15,Rain,9.3,8.7,10.8,99,C,IRST,311,0.649,331.4,92,Strong,Yes,Low,Medium,Cruise Missile
344,UAV,68.3,42983.2,-47.72938,-86.45976,206,-9.8,13.7,82,39,1.25,29.48,363.5,201,20.63,-25221,16.2,0.498,High,Electric,Low,3.2,49.9,38211,Loiter,6,9,Fog,18.4,9.3,-7.9,69,X,AESA,366,0.81,40.4,78,Weak,Yes,High,High,UAV
345,Hypersonic Missile,2720.9,22720.4,-21.97806,8.54228,167,15.9,-8.2,228,-24.9,-3.08,0.17,377.6,124,46.4,27749,26.5,0.355,Low,Scramjet,Very High,15.2,1.6,152730,Glide,2,21,Clear,21.7,1.6,-17.7,27,S,Ground Radar,85,0.673,508.1,74,Strong,Yes,High,Medium,Hypersonic Missile
346,Ballistic Missile,3949.8,15667.9,56.46194,140.5654,232,9.3,-30.3,333,32.2,-0.25,2.91,167.8,137,7.04,-39392,8,0.379,Medium,Rocket,Very High,39.1,56.6,181526,Ballistic,5,16,Fog,16.8,10.2,16,52,C,Ground Radar,162,0.785,455.6,159,,No,Low,High,Ballistic Missile
347,UAV,49.3,45440.5,50.20272,-114.33678,294,-18.5,23.1,352,-44.8,15.43,22.78,274.7,163,26.61,-38924,23.8,0.129,Medium,Electric,Low,3,14.7,69978,Loiter,9,26,Clear,2.8,7.7,-19,48,S,AWACS,431,0.668,148.5,39,,Yes,Medium,Low,UAV
348,Cruise Missile,272.7,28567,-24.697,-5.71963,201,-14.1,43.3,356,26.9,4.33,21.11,298.2,92,43.56,-20597,37.6,0.423,Low,Turbojet,Medium,46.1,20.8,175398,Terrain Following,8,28,Fog,29.9,11.7,20.7,88,L,AWACS,99,0.872,436.4,32,,Yes,Low,Medium,Cruise Missile
349,Fighter,701.5,29981.5,-2.47614,70.48063,213,7.2,-8.3,69,-19.7,8.3,13.33,9,163,13.43,45802,33.3,0.165,Medium,Jet,High,44.9,34.2,49687,Combat,4,28,Clear,22.8,23.6,17.4,57,S,AESA,5,0.547,524.9,112,,Yes,Medium,High,Fighter
350,UAV,63.9,23089.6,48.00463,13.67333,65,-13.2,4.7,46,8.8,3.39,17.28,248.9,312,38.07,6459,26.4,0.563,Low,Electric,Low,26.7,57.9,119357,Loiter,3,11,Rain,9.1,19.8,29.4,31,S,AWACS,53,0.66,474.2,138,,No,High,Low,UAV
351,Ballistic Missile,5454.1,12162.1,-34.03874,103.3881,145,-8.1,-40.2,118,16.2,5.68,29.17,75.1,176,7.34,9792,14.2,0.298,Very High,Rocket,Very High,11.7,49.2,79554,Ballistic,2,2,Clear,12.9,0.8,-8.7,24,C,AESA,81,0.825,504.1,116,Strong,Yes,Low,Medium,Ballistic Missile
352,Fighter,207.2,43423.7,-56.4755,-115.86262,22,15.8,21.6,295,29.4,-1.59,25.68,261.5,189,25.18,13225,25.4,0.063,Very High,Jet,High,8.4,56.4,150452,Combat,10,17,Storm,5.5,17.6,32.6,87,X,Ground Radar,77,0.553,433.8,86,Moderate,Yes,High,Medium,Fighter
353,Transport Aircraft,211.2,11113,-17.82836,124.07227,226,12,-32.1,263,9.6,16.72,21.21,106.2,312,8.08,21299,6.9,0.568,High,Turbofan,High,42.6,10.6,146165,Cruise,10,8,Fog,19.9,16.2,-12.2,15,C,IRST,175,0.809,193.3,176,,Yes,Medium,Low,Transport Aircraft
354,Cruise Missile,265.8,22971.4,19.59245,104.43212,70,-12.3,18.4,215,-2.9,15.73,20.25,153.9,26,28.03,18195,18.2,0.791,Very High,Turbojet,Medium,38.1,55.2,182383,Terrain Following,6,27,Fog,4.1,4.2,22.8,39,S,Ground Radar,10,0.556,339,113,Strong,Yes,High,Low,Cruise Missile
355,Cruise Missile,240.6,40385.8,-47.96007,-171.66606,37,-19.6,-31.6,3,11.2,-2.65,13.31,200.8,96,34.37,-6310,16,0.361,Low,Turbojet,Medium,4.7,12.9,65765,Terrain Following,4,22,Rain,17.7,24.2,-19.2,20,C,AWACS,34,0.99,10,32,Strong,Yes,High,Low,Cruise Missile
356,Fighter,546.4,40227.3,1.06124,82.84305,168,-8.2,-45.4,271,-22.5,12.77,16.91,303.9,179,28.3,-9635,8.3,0.94,Very High,Jet,High,26.1,50.6,146074,Combat,8,10,Clear,27.3,15.6,34.1,39,S,AWACS,266,0.729,41.1,173,Weak,No,Medium,Medium,Fighter
357,Ballistic Missile,5393.4,3750.4,29.06624,108.13321,69,14.5,-43,159,-31.2,4.51,9.79,98.9,318,17.14,48871,37.8,0.944,High,Rocket,Very High,14,5.9,15326,Ballistic,8,10,Clear,6.6,3,-7.4,41,X,AWACS,479,0.935,43.2,107,Strong,Yes,Medium,Medium,Ballistic Missile
358,Ballistic Missile,5201.7,17976.6,7.34115,-120.87925,103,17.9,-49.2,104,-23.2,1.97,3.42,239.4,244,15.05,-9815,34.4,0.43,Low,Rocket,Very High,43.7,38.9,177246,Ballistic,2,13,Fog,25.4,6.2,24.8,61,S,Ground Radar,357,0.579,414,74,Strong,Yes,Low,Medium,Ballistic Missile
359,Ballistic Missile,2929.7,5094.9,13.25062,66.68727,49,8.6,36.8,243,-2.6,10.47,3.34,115.2,145,23.78,48913,39.8,0.827,High,Rocket,Very High,19.8,39.8,103941,Ballistic,1,15,Fog,9.4,22.5,39.3,86,L,AWACS,355,0.672,25.2,89,Moderate,No,Medium,Medium,Ballistic Missile
360,Transport Aircraft,204.4,2493.4,7.71254,51.69456,264,19.4,48.7,100,9.3,13.48,1.52,324,132,46.07,-33122,14,0.401,Medium,Turbofan,High,27.4,8.2,187734,Cruise,8,28,Fog,8.1,22.7,17.6,69,S,IRST,150,0.682,277.3,131,Moderate,Yes,High,High,Transport Aircraft
361,Helicopter,40.1,2102.7,-12.41584,58.68537,120,-18.1,29.6,111,-30.7,-1.44,20.05,4.8,37,16.33,14881,19.8,0.569,Medium,Turboshaft,Medium,44.5,57,198006,Hover,3,28,Fog,13.9,7.9,32.2,85,C,AWACS,498,0.759,528,28,Weak,No,Medium,Low,Helicopter
362,UAV,23.4,40059.4,-23.32569,-164.20171,254,18.5,44.4,46,-46.2,4.01,2.59,159.2,10,24.25,-24960,18.1,0.438,Very High,Electric,Low,44.6,45,111465,Loiter,6,19,Clear,13.6,14.8,5.8,67,L,AESA,222,0.868,312.6,46,,No,Medium,High,UAV
363,Hypersonic Missile,2787.4,38913.7,-51.02258,131.69345,207,6.4,3.1,146,46,8.4,2.91,225.6,289,12.31,7183,37.7,0.41,Low,Scramjet,Very High,34.3,48.5,97183,Glide,8,14,Rain,27.6,22,-19.1,78,L,AESA,485,0.996,279.9,80,Weak,No,Low,High,Hypersonic Missile
364,Cruise Missile,236.6,47769.4,-46.65183,27.24236,94,-15.7,-44.1,47,2.6,1.67,4.94,347,283,33.61,-49497,15.8,0.279,Very High,Turbojet,Medium,26.4,18.9,191619,Terrain Following,1,28,Storm,8.8,16.3,8.6,97,S,AESA,413,0.832,119.6,164,Moderate,No,High,Medium,Cruise Missile
365,Helicopter,81.5,43497.2,9.43008,-150.4353,347,11.8,-21.1,101,-11.7,6.75,12.92,191.7,82,20.93,32485,39.7,0.221,Medium,Turboshaft,Medium,40.1,36.7,166950,Hover,8,29,Clear,8.2,20.1,12.8,85,L,AESA,187,0.902,384.1,149,,Yes,Low,Medium,Helicopter
366,Ballistic Missile,5304.3,25610.8,58.21649,-77.06716,29,-1.7,56.6,148,-32.6,-1.27,17.3,362.9,183,6.24,-40239,39.6,0.417,High,Rocket,Very High,10.7,51.7,150429,Ballistic,7,6,Rain,12.4,6.3,3.8,23,C,Ground Radar,81,0.885,294.4,70,Weak,No,Medium,Low,Ballistic Missile
367,Transport Aircraft,188.9,41373,47.94099,-165.83634,128,-16.1,27.9,185,-11.9,14.99,3.85,183.2,23,49.36,29122,29.7,0.767,Medium,Turbofan,High,4.9,20.6,29606,Cruise,9,5,Storm,13.8,14.3,35.5,45,X,AWACS,187,0.921,71.4,157,,Yes,Low,High,Transport Aircraft
368,Transport Aircraft,259.6,509.5,36.92222,-93.40568,98,-15.7,-50.2,278,-26.2,14.28,26.47,354.7,228,21.41,3373,8.6,0.014,Very High,Turbofan,High,15,0.5,57200,Cruise,3,8,Fog,19.8,14.4,11.8,21,L,Ground Radar,83,0.73,225.5,192,,Yes,Low,High,Transport Aircraft
369,Ballistic Missile,6739.9,722.3,-49.78263,-40.93582,303,0.4,55.6,222,-0.5,-0.04,24.04,98,171,9.24,-46013,35.4,0.707,Medium,Rocket,Very High,3.6,24.1,186573,Ballistic,3,24,Rain,15.9,7.4,29.7,76,S,AESA,160,0.769,540.2,72,Moderate,Yes,High,Medium,Ballistic Missile
370,Transport Aircraft,248.3,19619.6,-57.80835,-177.82679,135,-6.6,-14.3,263,-45.8,16.07,26.99,168.6,85,22.08,-2973,19.4,0.526,Very High,Turbofan,High,16.3,40.5,153713,Cruise,9,23,Rain,17.2,6,44.7,43,X,IRST,331,0.903,521.1,37,Weak,Yes,Medium,Low,Transport Aircraft
371,Hypersonic Missile,3163.5,44436,-9.30092,138.64831,17,12.1,0.8,303,-12.2,19.01,3.66,324.8,65,47.39,27048,31.6,0.122,Low,Scramjet,Very High,44.1,52.2,146045,Glide,3,20,Fog,26.4,10.4,31.3,14,L,Ground Radar,303,0.708,532.9,13,,Yes,Low,High,Hypersonic Missile
372,Cruise Missile,218.7,27670.7,-26.12161,-22.89036,42,6.4,35.4,16,-22,0.34,29.17,292.6,161,27.52,701,18.4,0.666,Medium,Turbojet,Medium,11.9,26,381,Terrain Following,2,10,Fog,3.9,5.9,43.6,83,S,Ground Radar,316,0.601,473.6,168,,Yes,Medium,Low,Cruise Missile
373,Fighter,270.7,26731.4,42.90432,23.9621,5,-2.6,14.6,351,-18.8,9.94,19.61,21.5,11,46.5,17360,9.7,0.163,Medium,Jet,High,19.4,41.7,17815,Combat,10,29,Clear,8.2,4,-10.1,59,X,IRST,144,0.922,138.1,156,Weak,Yes,High,Low,Fighter
374,Hypersonic Missile,2468.6,15205.7,-27.99481,163.63317,264,14.9,20.8,228,-5,-3.01,4,267.6,317,2.29,20078,16.5,0.213,Low,Scramjet,Very High,30.2,36.6,185896,Glide,6,20,Storm,3.1,21.3,28.4,19,S,AESA,317,0.809,496,135,Moderate,Yes,Low,Medium,Hypersonic Missile
375,Fighter,568.5,25972.1,6.34414,119.43009,267,-12.4,11,96,40.5,9.9,4.59,90.4,160,11.68,14235,16.3,0.614,Low,Jet,High,16.4,51.2,11725,Combat,8,28,Clear,13.8,17.1,13.6,87,S,Ground Radar,16,0.562,282.6,133,Moderate,No,High,Low,Fighter
376,Transport Aircraft,187.2,30810.6,-36.21472,-49.98446,124,2.9,0,48,4.3,12.27,14.96,206.2,274,43.88,33437,28.2,0.898,Low,Turbofan,High,43.4,14.9,14182,Cruise,8,26,Storm,12.3,0.8,4.1,37,S,Ground Radar,210,0.718,351.2,28,Strong,No,High,Medium,Transport Aircraft
377,Hypersonic Missile,3381.4,4119.8,-36.58348,151.49117,132,-18.2,15.1,98,-4.3,-4.14,26.09,124.2,82,1.43,44480,22.6,0.688,Medium,Scramjet,Very High,30.9,28,13980,Glide,2,5,Clear,10.3,4.1,-7.3,10,L,AESA,275,0.661,105,122,Moderate,No,Low,High,Hypersonic Missile
378,Fighter,376.8,33989.2,33.45167,161.66512,356,11.1,-14.4,48,5.4,-0.19,25.88,17.5,270,31.63,-13473,17.9,0.154,Medium,Jet,High,38.2,10,997,Combat,5,18,Rain,17.2,4.5,29.8,99,C,IRST,158,0.884,495.8,47,Strong,Yes,Medium,Medium,Fighter
379,Cruise Missile,204.6,11092,-1.94681,54.51474,243,-4.4,-37.4,145,-24.3,5.88,22.97,267.6,134,34.95,8046,16.1,0.052,Very High,Turbojet,Medium,48.4,58.4,39872,Terrain Following,5,14,Clear,7.7,19.5,36.6,40,S,Ground Radar,414,0.959,194.4,139,,Yes,Medium,Low,Cruise Missile
380,UAV,26.5,39252.6,-24.86012,-140.96231,347,-9.7,14.8,302,35.4,-2.08,1.33,246.2,238,37.92,-26309,15,0.064,Very High,Electric,Low,41.4,40.9,12637,Loiter,3,18,Storm,29.2,23.9,-7.7,60,S,Ground Radar,200,0.657,78.1,51,Moderate,No,Low,Medium,UAV
381,Cruise Missile,229.9,46721.7,-39.26563,24.23123,149,0.4,-0.9,336,48,0.47,22.35,365.9,282,16.74,-42866,7.7,0.338,Very High,Turbojet,Medium,37.2,2.3,61630,Terrain Following,10,8,Fog,15.9,14.1,37,70,L,AWACS,410,0.701,333.3,143,Strong,Yes,High,High,Cruise Missile
382,UAV,35.7,3055.5,-20.54531,-127.2947,138,-17.4,-1.8,314,-12.9,13.89,11.81,11.6,34,33.16,6227,38.1,0.281,Low,Electric,Low,43,16.8,120723,Loiter,3,15,Rain,22.9,15.7,-6.8,16,X,IRST,433,0.561,577.4,185,,Yes,Low,High,UAV
383,Ballistic Missile,6524.6,27028.6,-34.78488,-23.08851,252,-2.3,-0.1,84,-9,3.9,12.42,145.8,342,18.05,-30175,26.2,0.473,High,Rocket,Very High,23.7,57.8,112307,Ballistic,1,18,Clear,9.1,24.3,41.9,90,X,AWACS,393,0.732,40.2,39,,Yes,Medium,High,Ballistic Missile
384,Fighter,604.8,14162.3,45.4377,-51.51817,57,5.5,-50.6,330,33.3,-3.97,27.34,363.8,143,43.52,28905,38.9,0.876,High,Jet,High,30.4,9.7,109228,Combat,8,28,Rain,10,10.2,7.3,14,C,Ground Radar,492,0.605,271.4,64,Strong,No,Low,Medium,Fighter
385,Ballistic Missile,3911.9,31321.4,7.87968,-5.34587,67,1.2,46.6,178,21.4,13.34,6.96,193.9,324,16.52,-155,17.5,0.233,Low,Rocket,Very High,3.7,18.5,135613,Ballistic,10,3,Rain,19.9,13.2,27.2,53,L,IRST,352,0.685,550.7,153,Weak,No,High,Low,Ballistic Missile
386,Fighter,423.7,30332.7,-58.77372,-147.12378,110,-11.8,59.6,153,41.3,-1.43,20.02,331.9,302,37.56,-34586,18.7,0.511,Very High,Jet,High,9.5,10.6,100938,Combat,4,23,Rain,3.2,21.7,16,85,C,IRST,171,0.739,317.7,32,Strong,No,High,High,Fighter
387,Helicopter,57,48691.4,51.14323,133.71699,168,-5.8,45.1,328,47.6,15.27,4.92,181.5,31,5.94,42583,24.7,0.866,Very High,Turboshaft,Medium,49.2,37.9,177490,Hover,6,28,Storm,27.4,15.5,-16.5,94,L,IRST,389,0.877,343.7,48,Weak,Yes,High,High,Helicopter
388,Transport Aircraft,254,21576.2,-12.06593,178.62682,129,-5.7,41.7,180,-19.9,2.93,12.71,68.8,160,11,40596,34,0.322,High,Turbofan,High,11.5,56.7,4258,Cruise,10,17,Storm,4.7,10.9,-6.8,60,S,AESA,358,0.557,115.4,170,Strong,No,High,Low,Transport Aircraft
389,UAV,24.4,24648.3,-7.67852,-165.31846,126,-15.2,-27.1,151,-33.6,17.76,0.21,57.3,287,0.45,35981,27.4,0.161,Low,Electric,Low,36.3,18.9,139364,Loiter,3,6,Rain,6.2,10.5,-13.3,19,S,AESA,391,0.595,289.3,79,Weak,Yes,Medium,Low,UAV
390,Transport Aircraft,253.5,17008.4,-33.57435,-23.66598,278,-16.6,-30,42,48.3,8.89,29.67,265.6,358,15.55,36830,13.6,0.567,High,Turbofan,High,16,37.7,144598,Cruise,4,26,Fog,14.1,17.9,34,90,L,AWACS,231,0.556,354.5,136,Weak,Yes,Medium,Low,Transport Aircraft
391,UAV,39.8,49738,-51.06372,126.85101,100,16.2,17,186,13.2,-4.96,19.91,355.6,192,14.46,12097,12.8,0.132,High,Electric,Low,12.7,43,62168,Loiter,2,3,Storm,25.4,15.8,1.9,99,S,IRST,498,0.788,442.7,161,Weak,No,Medium,High,UAV
392,Hypersonic Missile,3031.7,39799.7,56.40285,94.52331,296,-17.9,12.4,157,38.2,2.57,20.52,319.1,238,11.76,-22841,27.3,0.634,Very High,Scramjet,Very High,37,47.6,160253,Glide,6,12,Fog,6.4,21.4,21.2,86,S,AWACS,70,0.821,514.3,55,Weak,No,High,Low,Hypersonic Missile
393,Ballistic Missile,2059.7,37776.6,41.8648,-72.34665,33,-10.2,0,316,7.5,18.39,7.96,235.9,75,45.35,-35048,25.2,0.742,High,Rocket,Very High,3.3,25,93940,Ballistic,6,11,Storm,25,8.6,23.7,17,C,AWACS,379,0.744,556.8,112,,No,Medium,Medium,Ballistic Missile
394,Helicopter,57.8,2899.9,33.12611,-83.13064,88,13.5,14,170,-23.6,10.89,8.68,242.3,340,41.35,-5162,20.3,0.112,Medium,Turboshaft,Medium,46.4,4,116718,Hover,5,2,Storm,23.7,21.5,16.4,66,C,Ground Radar,196,0.989,287,105,Strong,No,Low,Low,Helicopter
395,Transport Aircraft,197.2,32374.2,-49.02899,-105.87322,83,13.9,-38.2,106,-18.7,17.67,17.04,209.5,94,31.19,42592,15.5,0.471,Low,Turbofan,High,8,0.2,14724,Cruise,3,15,Fog,16,16,33.3,97,C,AESA,70,0.843,330.4,28,Weak,No,High,Medium,Transport Aircraft
396,UAV,20.9,33208.6,47.66649,-96.07501,85,5.1,-58.2,126,-26.2,9.81,25.48,36.3,184,31.36,33230,31.4,0.739,Medium,Electric,Low,26.4,16.7,70490,Loiter,6,12,Storm,20,4.9,7.9,36,L,AESA,148,0.689,19.2,25,,Yes,Medium,High,UAV
397,Ballistic Missile,5093,28733.5,41.36689,-99.24668,101,9.9,15,155,23.8,10.34,2.98,151.8,211,48.06,-38016,25.7,0.039,High,Rocket,Very High,5.3,4.3,27169,Ballistic,10,19,Clear,26.3,18.1,19.4,24,X,AESA,420,0.821,542.9,121,Moderate,Yes,High,High,Ballistic Missile
398,Hypersonic Missile,3389.3,36820.3,-10.81964,5.62543,124,1,-13.9,114,-26.3,8.98,12.75,179,223,15,6856,24.8,0.529,Very High,Scramjet,Very High,35.9,55.1,61336,Glide,9,26,Rain,1.4,16.9,12.7,96,L,Ground Radar,444,0.722,440.7,50,Weak,Yes,Medium,Medium,Hypersonic Missile
399,Ballistic Missile,4047.2,12798.6,33.25846,-37.84287,221,-13.6,52.4,316,44.4,6.49,20.48,96.8,348,34.84,27307,16,0.438,Very High,Rocket,Very High,11.2,51.1,36274,Ballistic,7,4,Clear,3.8,10.5,-16.9,30,L,AESA,378,0.822,79.8,135,Strong,No,Medium,Low,Ballistic Missile
400,Cruise Missile,199.8,15932,13.11345,-43.80143,110,15.7,3.7,162,41.8,10.28,6.03,113.1,0,10.96,7835,16.7,0.377,Medium,Turbojet,Medium,13.6,32,27919,Terrain Following,2,28,Storm,26,2.1,-8.9,61,X,Ground Radar,7,0.509,194.1,42,Weak,Yes,High,High,Cruise Missile
401,Hypersonic Missile,3406.1,4955.3,22.10241,146.48459,79,-0.3,17.2,329,17.3,0.27,14.95,262.7,197,16.58,1052,15.2,0.635,Medium,Scramjet,Very High,38.7,17.2,114381,Glide,1,22,Rain,28.5,3.6,6.9,17,C,Ground Radar,442,0.743,366.4,14,,Yes,Medium,High,Hypersonic Missile
402,Hypersonic Missile,2502.1,43457.1,-54.26338,-173.6253,80,-16.8,-53.9,80,-35.9,17.22,5.52,65.6,284,5.97,16155,14.8,0.08,Very High,Scramjet,Very High,43.9,2.9,150851,Glide,2,23,Storm,27.7,22,-12,58,C,IRST,327,0.579,374.2,39,,Yes,High,Low,Hypersonic Missile
403,Hypersonic Missile,2219.4,29788.4,57.84924,-52.00484,255,-15,-56.1,179,-12.3,-2.99,8.13,128.4,116,5.05,-31874,6.4,0.807,Medium,Scramjet,Very High,17.3,14.5,178742,Glide,1,16,Rain,5.6,15.9,14,79,S,AESA,180,0.53,281,178,Weak,Yes,Low,Low,Hypersonic Missile
404,Helicopter,58.7,34172.3,54.54028,-75.01837,345,1.2,-9.2,66,48.7,6.84,16.61,399.2,96,23.76,8966,14.3,0.142,Medium,Turboshaft,Medium,43.2,26.1,50699,Hover,2,19,Storm,1.9,4.6,-11.5,34,X,Ground Radar,305,0.99,23.7,35,,No,Low,Low,Helicopter
405,UAV,68.6,23817,-18.53539,175.89824,97,-6.2,-30.8,41,-47.5,12.7,13.32,286,122,23.81,-32999,18.6,0.999,Very High,Electric,Low,7.5,1.4,136364,Loiter,3,12,Clear,28.8,4.6,11.6,72,L,AESA,40,0.89,187.4,99,Weak,Yes,Medium,Low,UAV
406,Helicopter,53,1045,30.99843,-111.44523,196,1.4,-5.7,292,28.8,-4.22,14.68,398.7,13,16.01,43174,36.2,0.815,Medium,Turboshaft,Medium,19.1,49,84452,Hover,2,23,Clear,20.4,21.5,35.7,21,C,AWACS,32,0.85,366.5,116,Moderate,No,High,Low,Helicopter
407,Hypersonic Missile,2110.8,47997.1,46.42102,172.41347,204,10.1,-46,153,-31,15.13,11.76,213.3,238,36.78,5680,6.7,0.418,Medium,Scramjet,Very High,43,14.6,164507,Glide,6,14,Fog,3.7,14.9,25.4,63,X,IRST,350,0.918,535.5,67,Moderate,Yes,Medium,High,Hypersonic Missile
408,Ballistic Missile,4934.7,7503,40.49364,-54.13552,8,11.3,-58.2,86,48.7,19.26,23.91,398.6,211,37.57,-45657,35.1,0.474,Low,Rocket,Very High,21.7,24.4,50887,Ballistic,1,11,Rain,9,11.1,1.9,73,X,AWACS,336,0.673,506.5,129,Moderate,No,Low,High,Ballistic Missile
409,Hypersonic Missile,3036,21648.9,2.00789,101.10493,241,-5.7,30.7,320,-49.4,8.05,19.96,362.1,170,36.37,-48043,10.7,0.945,Very High,Scramjet,Very High,7.1,33.8,153475,Glide,5,5,Rain,11.9,24.3,-18.2,23,X,AWACS,332,0.678,283.9,151,Strong,No,Medium,High,Hypersonic Missile
410,Cruise Missile,230.3,45970.3,39.33318,56.77552,352,-2.4,-19.1,163,49.2,3.04,14.71,159.1,39,8.87,21703,14.4,0.288,Low,Turbojet,Medium,18.2,32.1,147360,Terrain Following,2,4,Clear,14.4,14.5,0.5,43,S,IRST,216,0.784,13.7,86,,No,Low,High,Cruise Missile
411,Ballistic Missile,6196.3,45068.6,45.25276,-141.21149,64,1.1,53.6,186,2.7,1.88,19,68.9,268,22.26,-46715,15.2,0.399,Very High,Rocket,Very High,2.4,24.4,179013,Ballistic,10,27,Fog,15.3,21.5,-16.3,76,L,IRST,218,0.837,9.2,132,,No,Low,Low,Ballistic Missile
412,Ballistic Missile,5857.8,42693,-50.79861,117.61978,126,8.4,-21.3,197,5.6,-4.85,5.89,184.4,258,5.53,-29105,32.4,0.465,Medium,Rocket,Very High,26.2,9.2,117642,Ballistic,10,10,Rain,21.6,0.1,-9.7,79,X,IRST,11,0.971,531.1,128,Strong,Yes,Low,High,Ballistic Missile
413,Fighter,533.9,48027.5,-32.52585,-138.95668,188,10.1,-49.3,21,-3.8,9.45,9.1,65.1,203,36.77,-1585,39.4,0.757,Low,Jet,High,46.2,3.9,51941,Combat,9,18,Fog,21,8.4,35,90,L,Ground Radar,180,0.522,410.4,172,Moderate,Yes,High,Low,Fighter
414,Hypersonic Missile,2161.2,3237.9,40.82253,53.00128,295,16.7,-35.2,322,-23.6,-2.89,3.09,3.2,84,4.58,20959,25.9,0.884,High,Scramjet,Very High,13,28.2,9104,Glide,1,16,Storm,24,3.1,44.5,75,S,IRST,268,0.694,464,157,Moderate,No,High,High,Hypersonic Missile
415,Transport Aircraft,193.4,47839.8,57.3191,-126.74806,334,17.5,16.3,164,13.5,5.33,21.84,235.1,151,1.91,8549,38.6,0.527,Low,Turbofan,High,38.3,49.1,22610,Cruise,2,15,Clear,14.6,23.6,7.3,37,L,IRST,65,0.68,79.7,119,Moderate,Yes,Low,High,Transport Aircraft
416,Transport Aircraft,247.8,14634.1,14.20623,-112.73399,258,17.8,39.7,177,50,9.97,4.63,156,339,39.73,-37165,22.7,0.303,Low,Turbofan,High,19.8,11.9,132765,Cruise,1,10,Fog,29.1,15.7,27.9,42,S,Ground Radar,90,0.851,166.3,37,Moderate,Yes,High,Medium,Transport Aircraft
417,Ballistic Missile,6125.8,26854.6,57.90921,-164.45994,260,-2.3,-39.8,24,1.2,16.28,14.88,27.9,160,5.28,-25746,10.3,0.047,High,Rocket,Very High,25.5,54.7,152055,Ballistic,3,25,Storm,15.4,22,-2.4,66,C,AWACS,300,0.943,434.6,94,Strong,Yes,High,Medium,Ballistic Missile
418,Cruise Missile,251.5,16122.8,-26.13924,39.22737,29,15.5,-35.8,238,38.5,0.76,7.84,341.8,305,2.31,-6878,33.5,0.809,Low,Turbojet,Medium,48.3,20,191227,Terrain Following,10,11,Rain,29.2,20.2,0,48,X,IRST,25,0.672,564.4,148,,Yes,High,High,Cruise Missile
419,Helicopter,69.1,205.7,19.69896,-139.22617,119,3.4,-32.6,109,44.9,-2.73,29.88,259.2,195,38.43,25442,10.6,0.953,High,Turboshaft,Medium,42.1,34.9,129961,Hover,1,22,Storm,21.3,18.7,-13.8,56,S,IRST,398,0.703,448.6,156,Weak,Yes,High,High,Helicopter
420,Helicopter,82.3,32809.2,-52.81743,-63.16738,310,13.3,-49.2,84,4.5,3.44,13.87,75.9,70,34.69,33525,18,0.314,High,Turboshaft,Medium,19.6,50.2,111394,Hover,2,9,Storm,9.6,0.2,11.4,50,L,IRST,77,0.958,440.3,31,Weak,Yes,Low,Low,Helicopter
421,Cruise Missile,206.5,17702.8,25.53216,-10.35524,222,19.8,-47.5,8,25.7,17.54,22.52,390.8,345,1.89,14808,9.6,0.614,High,Turbojet,Medium,3,34.9,113543,Terrain Following,6,9,Storm,29.8,11,31.8,87,X,AESA,122,0.984,133.3,81,Weak,Yes,Low,Low,Cruise Missile
422,Transport Aircraft,221.5,6230.7,6.11561,-41.45111,204,15.4,-4.3,2,5.2,-4,26.78,247.2,350,41.53,-21022,8.2,0.429,Medium,Turbofan,High,29.5,29.5,22111,Cruise,5,19,Fog,23.6,12.6,21.2,34,L,Ground Radar,379,0.561,269.1,45,Moderate,No,Medium,Low,Transport Aircraft
